Date,Open,High,Low,Close,Volume
2023/02/21,0,0,0,802.21,1000
2023/02/22,0,0,0,794.6,1000
2023/02/23,0,0,0,786.41,1000
2023/02/24,0,0,0,775.37,1000
2023/02/25,0,0,0,784.0,1000
2023/02/26,0,0,0,776.87,1000
2023/02/27,0,0,0,792.16,1000
2023/02/28,0,0,0,795.91,1000
2023/03/01,0,0,0,808.65,1000
2023/03/02,0,0,0,794.33,1000
2023/03/03,0,0,0,783.37,1000
2023/03/04,0,0,0,792.44,1000
2023/03/05,0,0,0,791.87,1000
2023/03/06,0,0,0,789.74,1000
2023/03/07,0,0,0,794.12,1000
2023/03/08,0,0,0,809.93,1000
2023/03/09,0,0,0,814.6,1000
2023/03/10,0,0,0,813.32,1000
2023/03/11,0,0,0,825.32,1000
2023/03/12,0,0,0,829.02,1000
2023/03/13,0,0,0,830.75,1000
2023/03/14,0,0,0,845.74,1000
2023/03/15,0,0,0,835.22,1000
2023/03/16,0,0,0,830.02,1000
2023/03/17,0,0,0,813.94,1000
2023/03/18,0,0,0,805.22,1000
2023/03/19,0,0,0,795.26,1000
2023/03/20,0,0,0,792.02,1000
2023/03/21,0,0,0,801.43,1000
2023/03/22,0,0,0,803.89,1000
2023/03/23,0,0,0,815.44,1000
2023/03/24,0,0,0,807.57,1000
2023/03/25,0,0,0,806.11,1000
2023/03/26,0,0,0,792.47,1000
2023/03/27,0,0,0,806.24,1000
2023/03/28,0,0,0,790.27,1000
2023/03/29,0,0,0,792.1,1000
2023/03/30,0,0,0,777.82,1000
2023/03/31,0,0,0,774.23,1000
2023/04/01,0,0,0,764.26,1000
2023/04/02,0,0,0,770.93,1000
2023/04/03,0,0,0,769.8,1000
2023/04/04,0,0,0,766.11,1000
2023/04/05,0,0,0,772.64,1000
2023/04/06,0,0,0,766.28,1000
2023/04/07,0,0,0,779.64,1000
2023/04/08,0,0,0,773.54,1000
2023/04/09,0,0,0,788.76,1000
2023/04/10,0,0,0,777.92,1000
2023/04/11,0,0,0,783.56,1000
2023/04/12,0,0,0,782.94,1000
2023/04/13,0,0,0,774.06,1000
2023/04/14,0,0,0,777.98,1000
2023/04/15,0,0,0,783.57,1000
2023/04/16,0,0,0,778.12,1000
2023/04/17,0,0,0,764.45,1000
2023/04/18,0,0,0,765.64,1000
2023/04/19,0,0,0,776.46,1000
2023/04/20,0,0,0,787.0,1000
2023/04/21,0,0,0,783.29,1000
2023/04/22,0,0,0,768.07,1000
2023/04/23,0,0,0,773.54,1000
2023/04/24,0,0,0,768.23,1000
2023/04/25,0,0,0,779.71,1000
2023/04/26,0,0,0,785.58,1000
2023/04/27,0,0,0,784.69,1000
2023/04/28,0,0,0,799.2,1000
2023/04/29,0,0,0,811.06,1000
2023/04/30,0,0,0,825.96,1000
2023/05/01,0,0,0,826.95,1000
2023/05/02,0,0,0,819.54,1000
2023/05/03,0,0,0,827.98,1000
2023/05/04,0,0,0,812.5,1000
2023/05/05,0,0,0,798.75,1000
2023/05/06,0,0,0,804.56,1000
2023/05/07,0,0,0,818.56,1000
2023/05/08,0,0,0,831.21,1000
2023/05/09,0,0,0,831.8,1000
2023/05/10,0,0,0,821.68,1000
2023/05/11,0,0,0,812.85,1000
2023/05/12,0,0,0,823.08,1000
2023/05/13,0,0,0,811.75,1000
2023/05/14,0,0,0,802.23,1000
2023/05/15,0,0,0,806.59,1000
2023/05/16,0,0,0,809.95,1000
2023/05/17,0,0,0,808.89,1000
2023/05/18,0,0,0,819.79,1000
2023/05/19,0,0,0,824.9,1000
2023/05/20,0,0,0,812.05,1000
2023/05/21,0,0,0,825.23,1000
2023/05/22,0,0,0,823.49,1000
2023/05/23,0,0,0,837.92,1000
2023/05/24,0,0,0,840.12,1000
2023/05/25,0,0,0,854.98,1000
2023/05/26,0,0,0,845.86,1000
2023/05/27,0,0,0,835.15,1000
2023/05/28,0,0,0,846.31,1000
2023/05/29,0,0,0,854.26,1000
2023/05/30,0,0,0,867.01,1000
2023/05/31,0,0,0,860.01,1000
2023/06/01,0,0,0,859.7,1000
2023/06/02,0,0,0,863.98,1000
2023/06/03,0,0,0,858.44,1000
2023/06/04,0,0,0,868.93,1000
2023/06/05,0,0,0,857.97,1000
2023/06/06,0,0,0,868.31,1000
2023/06/07,0,0,0,863.79,1000
2023/06/08,0,0,0,847.28,1000
2023/06/09,0,0,0,842.88,1000
2023/06/10,0,0,0,840.14,1000
2023/06/11,0,0,0,823.59,1000
2023/06/12,0,0,0,839.6,1000
2023/06/13,0,0,0,835.2,1000
2023/06/14,0,0,0,836.66,1000
2023/06/15,0,0,0,824.77,1000
2023/06/16,0,0,0,813.83,1000
2023/06/17,0,0,0,798.79,1000
2023/06/18,0,0,0,811.53,1000
2023/06/19,0,0,0,803.68,1000
2023/06/20,0,0,0,796.31,1000
2023/06/21,0,0,0,795.96,1000
2023/06/22,0,0,0,806.06,1000
2023/06/23,0,0,0,797.86,1000
2023/06/24,0,0,0,798.71,1000
2023/06/25,0,0,0,792.63,1000
2023/06/26,0,0,0,777.44,1000
2023/06/27,0,0,0,764.51,1000
2023/06/28,0,0,0,762.52,1000
2023/06/29,0,0,0,777.19,1000
2023/06/30,0,0,0,764.47,1000
2023/07/01,0,0,0,771.03,1000
2023/07/02,0,0,0,764.47,1000
2023/07/03,0,0,0,775.27,1000
2023/07/04,0,0,0,780.56,1000
2023/07/05,0,0,0,765.85,1000
2023/07/06,0,0,0,757.34,1000
2023/07/07,0,0,0,750.88,1000
2023/07/08,0,0,0,737.89,1000
2023/07/09,0,0,0,746.56,1000
2023/07/10,0,0,0,734.93,1000
2023/07/11,0,0,0,736.39,1000
2023/07/12,0,0,0,733.89,1000
2023/07/13,0,0,0,744.8,1000
2023/07/14,0,0,0,742.52,1000
2023/07/15,0,0,0,755.65,1000
2023/07/16,0,0,0,757.73,1000
2023/07/17,0,0,0,746.3,1000
2023/07/18,0,0,0,758.72,1000
2023/07/19,0,0,0,762.75,1000
2023/07/20,0,0,0,774.64,1000
2023/07/21,0,0,0,779.85,1000
2023/07/22,0,0,0,770.44,1000
2023/07/23,0,0,0,781.21,1000
2023/07/24,0,0,0,786.25,1000
2023/07/25,0,0,0,772.58,1000
2023/07/26,0,0,0,762.35,1000
2023/07/27,0,0,0,773.71,1000
2023/07/28,0,0,0,765.75,1000
2023/07/29,0,0,0,755.17,1000
2023/07/30,0,0,0,754.35,1000
2023/07/31,0,0,0,768.03,1000
2023/08/01,0,0,0,767.27,1000
2023/08/02,0,0,0,756.83,1000
2023/08/03,0,0,0,770.61,1000
2023/08/04,0,0,0,768.37,1000
2023/08/05,0,0,0,772.66,1000
2023/08/06,0,0,0,758.71,1000
2023/08/07,0,0,0,757.61,1000
2023/08/08,0,0,0,767.11,1000
2023/08/09,0,0,0,770.02,1000
2023/08/10,0,0,0,768.5,1000
2023/08/11,0,0,0,765.64,1000
2023/08/12,0,0,0,760.46,1000
2023/08/13,0,0,0,757.54,1000
2023/08/14,0,0,0,752.15,1000
2023/08/15,0,0,0,750.5,1000
2023/08/16,0,0,0,753.51,1000
2023/08/17,0,0,0,752.43,1000
2023/08/18,0,0,0,754.18,1000
2023/08/19,0,0,0,744.25,1000
2023/08/20,0,0,0,744.59,1000
2023/08/21,0,0,0,755.32,1000
2023/08/22,0,0,0,749.61,1000
2023/08/23,0,0,0,745.51,1000
2023/08/24,0,0,0,744.2,1000
2023/08/25,0,0,0,737.92,1000
2023/08/26,0,0,0,727.03,1000
2023/08/27,0,0,0,737.03,1000
2023/08/28,0,0,0,737.77,1000
2023/08/29,0,0,0,732.8,1000
2023/08/30,0,0,0,723.71,1000
2023/08/31,0,0,0,727.08,1000
2023/09/01,0,0,0,721.14,1000
2023/09/02,0,0,0,710.48,1000
2023/09/03,0,0,0,711.09,1000
2023/09/04,0,0,0,699.7,1000
2023/09/05,0,0,0,691.74,1000
2023/09/06,0,0,0,705.25,1000
2023/09/07,0,0,0,713.66,1000
2023/09/08,0,0,0,703.72,1000
2023/09/09,0,0,0,702.74,1000
2023/09/10,0,0,0,689.16,1000
2023/09/11,0,0,0,701.56,1000
2023/09/12,0,0,0,689.59,1000
2023/09/13,0,0,0,686.0,1000
2023/09/14,0,0,0,675.59,1000
2023/09/15,0,0,0,680.49,1000
2023/09/16,0,0,0,676.33,1000
2023/09/17,0,0,0,671.82,1000
2023/09/18,0,0,0,679.78,1000
2023/09/19,0,0,0,679.89,1000
2023/09/20,0,0,0,675.58,1000
2023/09/21,0,0,0,677.04,1000
2023/09/22,0,0,0,670.19,1000
2023/09/23,0,0,0,676.94,1000
2023/09/24,0,0,0,678.63,1000
2023/09/25,0,0,0,665.8,1000
2023/09/26,0,0,0,665.98,1000
2023/09/27,0,0,0,657.85,1000
2023/09/28,0,0,0,666.29,1000
2023/09/29,0,0,0,655.79,1000
2023/09/30,0,0,0,664.47,1000
2023/10/01,0,0,0,672.22,1000
2023/10/02,0,0,0,678.47,1000
2023/10/03,0,0,0,690.45,1000
2023/10/04,0,0,0,694.64,1000
2023/10/05,0,0,0,705.92,1000
2023/10/06,0,0,0,713.98,1000
2023/10/07,0,0,0,723.15,1000
2023/10/08,0,0,0,733.85,1000
2023/10/09,0,0,0,728.32,1000
2023/10/10,0,0,0,726.28,1000
2023/10/11,0,0,0,727.36,1000
2023/10/12,0,0,0,737.9,1000
2023/10/13,0,0,0,742.55,1000
2023/10/14,0,0,0,749.95,1000
2023/10/15,0,0,0,760.77,1000
2023/10/16,0,0,0,753.51,1000
2023/10/17,0,0,0,746.17,1000
2023/10/18,0,0,0,756.17,1000
2023/10/19,0,0,0,748.36,1000
2023/10/20,0,0,0,762.47,1000
2023/10/21,0,0,0,770.92,1000
2023/10/22,0,0,0,772.32,1000
2023/10/23,0,0,0,758.42,1000
2023/10/24,0,0,0,747.37,1000
2023/10/25,0,0,0,733.39,1000
2023/10/26,0,0,0,719.76,1000
2023/10/27,0,0,0,728.0,1000
2023/10/28,0,0,0,735.86,1000
2023/10/29,0,0,0,735.56,1000
2023/10/30,0,0,0,732.31,1000
2023/10/31,0,0,0,727.18,1000
2023/11/01,0,0,0,727.36,1000
2023/11/02,0,0,0,721.37,1000
2023/11/03,0,0,0,713.6,1000
2023/11/04,0,0,0,699.87,1000
2023/11/05,0,0,0,690.41,1000
2023/11/06,0,0,0,697.54,1000
2023/11/07,0,0,0,695.56,1000
2023/11/08,0,0,0,698.46,1000
2023/11/09,0,0,0,708.58,1000
2023/11/10,0,0,0,700.51,1000
2023/11/11,0,0,0,692.48,1000
2023/11/12,0,0,0,693.21,1000
2023/11/13,0,0,0,695.88,1000
2023/11/14,0,0,0,701.52,1000
2023/11/15,0,0,0,691.78,1000
2023/11/16,0,0,0,690.04,1000
2023/11/17,0,0,0,702.77,1000
2023/11/18,0,0,0,703.28,1000
2023/11/19,0,0,0,716.62,1000
2023/11/20,0,0,0,707.41,1000
2023/11/21,0,0,0,715.72,1000
2023/11/22,0,0,0,726.66,1000
2023/11/23,0,0,0,730.68,1000
2023/11/24,0,0,0,736.33,1000
2023/11/25,0,0,0,748.35,1000
2023/11/26,0,0,0,744.9,1000
2023/11/27,0,0,0,744.45,1000
2023/11/28,0,0,0,752.28,1000
2023/11/29,0,0,0,764.07,1000
2023/11/30,0,0,0,778.47,1000
2023/12/01,0,0,0,770.36,1000
2023/12/02,0,0,0,774.8,1000
2023/12/03,0,0,0,789.01,1000
2023/12/04,0,0,0,802.71,1000
2023/12/05,0,0,0,790.76,1000
2023/12/06,0,0,0,793.33,1000
2023/12/07,0,0,0,808.84,1000
2023/12/08,0,0,0,815.66,1000
2023/12/09,0,0,0,803.88,1000
2023/12/10,0,0,0,807.83,1000
2023/12/11,0,0,0,804.57,1000
2023/12/12,0,0,0,789.54,1000
2023/12/13,0,0,0,788.57,1000
2023/12/14,0,0,0,783.78,1000
2023/12/15,0,0,0,770.68,1000
2023/12/16,0,0,0,774.68,1000
2023/12/17,0,0,0,774.84,1000
2023/12/18,0,0,0,768.71,1000
2023/12/19,0,0,0,762.64,1000
2023/12/20,0,0,0,756.72,1000
2023/12/21,0,0,0,769.27,1000
2023/12/22,0,0,0,757.03,1000
2023/12/23,0,0,0,768.59,1000
2023/12/24,0,0,0,780.21,1000
2023/12/25,0,0,0,790.03,1000
2023/12/26,0,0,0,805.81,1000
2023/12/27,0,0,0,816.18,1000
2023/12/28,0,0,0,814.71,1000
2023/12/29,0,0,0,800.21,1000
2023/12/30,0,0,0,785.12,1000
2023/12/31,0,0,0,799.3,1000
2024/01/01,0,0,0,804.67,1000
2024/01/02,0,0,0,794.69,1000
2024/01/03,0,0,0,794.61,1000
2024/01/04,0,0,0,793.81,1000
2024/01/05,0,0,0,792.28,1000
2024/01/06,0,0,0,802.31,1000
2024/01/07,0,0,0,807.08,1000
2024/01/08,0,0,0,822.67,1000
2024/01/09,0,0,0,833.18,1000
2024/01/10,0,0,0,844.28,1000
2024/01/11,0,0,0,830.26,1000
2024/01/12,0,0,0,838.82,1000
2024/01/13,0,0,0,850.04,1000
2024/01/14,0,0,0,865.32,1000
2024/01/15,0,0,0,882.62,1000
2024/01/16,0,0,0,884.38,1000
2024/01/17,0,0,0,901.82,1000
2024/01/18,0,0,0,890.35,1000
2024/01/19,0,0,0,900.6,1000
2024/01/20,0,0,0,917.23,1000
2024/01/21,0,0,0,907.83,1000
2024/01/22,0,0,0,891.7,1000
2024/01/23,0,0,0,905.86,1000
2024/01/24,0,0,0,893.57,1000
2024/01/25,0,0,0,899.62,1000
2024/01/26,0,0,0,896.39,1000
2024/01/27,0,0,0,886.29,1000
2024/01/28,0,0,0,871.81,1000
2024/01/29,0,0,0,881.19,1000
2024/01/30,0,0,0,877.29,1000
2024/01/31,0,0,0,869.89,1000
2024/02/01,0,0,0,868.58,1000
2024/02/02,0,0,0,873.44,1000
2024/02/03,0,0,0,890.59,1000
2024/02/04,0,0,0,901.05,1000
2024/02/05,0,0,0,889.7,1000
2024/02/06,0,0,0,905.85,1000
2024/02/07,0,0,0,909.52,1000
2024/02/08,0,0,0,900.9,1000
2024/02/09,0,0,0,912.48,1000
2024/02/10,0,0,0,898.58,1000
2024/02/11,0,0,0,883.61,1000
2024/02/12,0,0,0,870.74,1000
2024/02/13,0,0,0,854.92,1000
2024/02/14,0,0,0,852.33,1000
2024/02/15,0,0,0,868.26,1000
2024/02/16,0,0,0,871.98,1000
2024/02/17,0,0,0,879.13,1000
2024/02/18,0,0,0,884.67,1000
2024/02/19,0,0,0,873.33,1000
2024/02/20,0,0,0,874.1,1000
2024/02/21,0,0,0,887.93,1000
2024/02/22,0,0,0,875.87,1000
2024/02/23,0,0,0,860.08,1000
2024/02/24,0,0,0,845.77,1000
2024/02/25,0,0,0,855.94,1000
2024/02/26,0,0,0,845.47,1000
2024/02/27,0,0,0,829.47,1000
2024/02/28,0,0,0,840.05,1000
2024/02/29,0,0,0,854.96,1000
2024/03/01,0,0,0,849.15,1000
2024/03/02,0,0,0,837.61,1000
2024/03/03,0,0,0,827.18,1000
2024/03/04,0,0,0,833.21,1000
2024/03/05,0,0,0,819.36,1000
2024/03/06,0,0,0,816.55,1000
2024/03/07,0,0,0,821.71,1000
2024/03/08,0,0,0,831.0,1000
2024/03/09,0,0,0,832.37,1000
2024/03/10,0,0,0,825.68,1000
2024/03/11,0,0,0,821.94,1000
2024/03/12,0,0,0,807.33,1000
2024/03/13,0,0,0,816.71,1000
2024/03/14,0,0,0,820.05,1000
2024/03/15,0,0,0,811.89,1000
2024/03/16,0,0,0,800.48,1000
2024/03/17,0,0,0,810.35,1000
2024/03/18,0,0,0,822.56,1000
2024/03/19,0,0,0,828.25,1000
2024/03/20,0,0,0,842.05,1000
2024/03/21,0,0,0,838.86,1000
2024/03/22,0,0,0,846.78,1000
2024/03/23,0,0,0,843.07,1000
2024/03/24,0,0,0,837.55,1000
2024/03/25,0,0,0,845.86,1000
2024/03/26,0,0,0,852.23,1000
2024/03/27,0,0,0,854.63,1000
2024/03/28,0,0,0,849.57,1000
2024/03/29,0,0,0,862.23,1000
2024/03/30,0,0,0,850.72,1000
2024/03/31,0,0,0,866.46,1000
2024/04/01,0,0,0,851.92,1000
2024/04/02,0,0,0,844.3,1000
2024/04/03,0,0,0,854.82,1000
2024/04/04,0,0,0,843.46,1000
2024/04/05,0,0,0,836.11,1000
2024/04/06,0,0,0,849.37,1000
2024/04/07,0,0,0,837.04,1000
2024/04/08,0,0,0,839.21,1000
2024/04/09,0,0,0,841.47,1000
2024/04/10,0,0,0,855.26,1000
2024/04/11,0,0,0,853.0,1000
2024/04/12,0,0,0,852.31,1000
2024/04/13,0,0,0,841.23,1000
2024/04/14,0,0,0,833.28,1000
2024/04/15,0,0,0,829.54,1000
2024/04/16,0,0,0,838.98,1000
2024/04/17,0,0,0,839.34,1000
2024/04/18,0,0,0,848.68,1000
2024/04/19,0,0,0,853.83,1000
2024/04/20,0,0,0,870.59,1000
2024/04/21,0,0,0,860.31,1000
2024/04/22,0,0,0,857.08,1000
2024/04/23,0,0,0,859.02,1000
2024/04/24,0,0,0,851.7,1000
2024/04/25,0,0,0,836.9,1000
2024/04/26,0,0,0,847.29,1000
2024/04/27,0,0,0,834.68,1000
2024/04/28,0,0,0,841.8,1000
2024/04/29,0,0,0,848.39,1000
2024/04/30,0,0,0,855.88,1000
2024/05/01,0,0,0,867.13,1000
2024/05/02,0,0,0,875.82,1000
2024/05/03,0,0,0,863.38,1000
2024/05/04,0,0,0,855.22,1000
2024/05/05,0,0,0,859.45,1000
2024/05/06,0,0,0,870.55,1000
2024/05/07,0,0,0,885.84,1000
2024/05/08,0,0,0,903.52,1000
2024/05/09,0,0,0,886.89,1000
2024/05/10,0,0,0,891.67,1000
2024/05/11,0,0,0,900.94,1000
2024/05/12,0,0,0,908.64,1000
2024/05/13,0,0,0,906.99,1000
2024/05/14,0,0,0,913.49,1000
2024/05/15,0,0,0,900.06,1000
2024/05/16,0,0,0,917.38,1000
2024/05/17,0,0,0,920.69,1000
2024/05/18,0,0,0,922.91,1000
2024/05/19,0,0,0,928.85,1000
2024/05/20,0,0,0,937.36,1000
2024/05/21,0,0,0,933.35,1000
2024/05/22,0,0,0,918.47,1000
2024/05/23,0,0,0,930.53,1000
2024/05/24,0,0,0,927.26,1000
2024/05/25,0,0,0,942.4,1000
2024/05/26,0,0,0,924.37,1000
2024/05/27,0,0,0,938.8,1000
2024/05/28,0,0,0,932.73,1000
2024/05/29,0,0,0,930.45,1000
2024/05/30,0,0,0,936.39,1000
2024/05/31,0,0,0,953.32,1000
2024/06/01,0,0,0,936.41,1000
2024/06/02,0,0,0,928.4,1000
2024/06/03,0,0,0,911.47,1000
2024/06/04,0,0,0,912.41,1000
2024/06/05,0,0,0,929.4,1000
2024/06/06,0,0,0,916.26,1000
2024/06/07,0,0,0,925.45,1000
2024/06/08,0,0,0,917.22,1000
2024/06/09,0,0,0,905.33,1000
2024/06/10,0,0,0,891.07,1000
2024/06/11,0,0,0,890.25,1000
2024/06/12,0,0,0,892.15,1000
2024/06/13,0,0,0,895.03,1000
2024/06/14,0,0,0,884.15,1000
2024/06/15,0,0,0,893.95,1000
2024/06/16,0,0,0,890.52,1000
2024/06/17,0,0,0,892.11,1000
2024/06/18,0,0,0,902.18,1000
2024/06/19,0,0,0,904.33,1000
2024/06/20,0,0,0,915.85,1000
2024/06/21,0,0,0,921.48,1000
2024/06/22,0,0,0,929.38,1000
2024/06/23,0,0,0,923.84,1000
2024/06/24,0,0,0,932.17,1000
2024/06/25,0,0,0,931.0,1000
2024/06/26,0,0,0,928.08,1000
2024/06/27,0,0,0,943.12,1000
2024/06/28,0,0,0,931.63,1000
2024/06/29,0,0,0,919.57,1000
2024/06/30,0,0,0,933.64,1000
2024/07/01,0,0,0,915.17,1000
2024/07/02,0,0,0,914.94,1000
2024/07/03,0,0,0,906.59,1000
2024/07/04,0,0,0,912.99,1000
2024/07/05,0,0,0,913.53,1000
2024/07/06,0,0,0,925.29,1000
2024/07/07,0,0,0,919.1,1000
2024/07/08,0,0,0,913.64,1000
2024/07/09,0,0,0,926.26,1000
2024/07/10,0,0,0,912.53,1000
2024/07/11,0,0,0,925.72,1000
2024/07/12,0,0,0,925.29,1000
2024/07/13,0,0,0,931.21,1000
2024/07/14,0,0,0,929.9,1000
2024/07/15,0,0,0,930.07,1000
2024/07/16,0,0,0,911.95,1000
2024/07/17,0,0,0,894.7,1000
2024/07/18,0,0,0,886.78,1000
2024/07/19,0,0,0,902.17,1000
2024/07/20,0,0,0,914.66,1000
2024/07/21,0,0,0,902.82,1000
2024/07/22,0,0,0,888.57,1000
2024/07/23,0,0,0,885.82,1000
2024/07/24,0,0,0,901.09,1000
2024/07/25,0,0,0,912.93,1000
2024/07/26,0,0,0,908.02,1000
2024/07/27,0,0,0,912.88,1000
2024/07/28,0,0,0,900.38,1000
2024/07/29,0,0,0,897.4,1000
2024/07/30,0,0,0,889.15,1000
2024/07/31,0,0,0,876.6,1000
2024/08/01,0,0,0,872.78,1000
2024/08/02,0,0,0,882.54,1000
2024/08/03,0,0,0,877.89,1000
2024/08/04,0,0,0,891.75,1000
2024/08/05,0,0,0,876.8,1000
2024/08/06,0,0,0,875.2,1000
2024/08/07,0,0,0,873.87,1000
2024/08/08,0,0,0,887.03,1000
2024/08/09,0,0,0,873.93,1000
2024/08/10,0,0,0,886.72,1000
2024/08/11,0,0,0,901.23,1000
2024/08/12,0,0,0,917.64,1000
2024/08/13,0,0,0,924.92,1000
2024/08/14,0,0,0,922.56,1000
2024/08/15,0,0,0,921.79,1000
2024/08/16,0,0,0,919.05,1000
2024/08/17,0,0,0,937.05,1000
2024/08/18,0,0,0,928.84,1000
2024/08/19,0,0,0,917.45,1000
2024/08/20,0,0,0,933.39,1000
2024/08/21,0,0,0,946.45,1000
2024/08/22,0,0,0,931.58,1000
